customer_id,name,category,monthly_amount
C0128,Sakura Sangyo 128,7,115712
C0129,Aoba Seisaku 129,7,123631
C0130,Fuji Denki 130,7,131550
C0131,Yamato Shoji 131,7,139469
C0132,Kita Kogyo 132,7,147388
C0133,Mori Shokuhin 133,7,155307
C0134,Tanaka Shoten 134,7,163226
C0135,Sakura Sangyo 135,7,171145
C0136,Aoba Seisaku 136,7,179064
C0137,Fuji Denki 137,7,186983
C0138,Yamato Shoji 138,7,194902
C0139,Kita Kogyo 139,7,202821
C0140,Mori Shokuhin 140,7,210740
C0141,Tanaka Shoten 141,7,218659
C0142,Sakura Sangyo 142,7,226578
C0143,Aoba Seisaku 143,7,234497
C0144,Fuji Denki 144,7,242416
C0145,Yamato Shoji 145,7,250335
C0146,Kita Kogyo 146,7,258254
C0147,Mori Shokuhin 147,7,266173
C0148,Tanaka Shoten 148,7,274092
C0149,Sakura Sangyo 149,7,282011
C0150,Aoba Seisaku 150,7,289930
C0151,Fuji Denki 151,7,297849
C0152,Yamato Shoji 152,7,305768
C0153,Kita Kogyo 153,7,313687
C0154,Mori Shokuhin 154,7,321606
C0155,Tanaka Shoten 155,7,329525
C0156,Sakura Sangyo 156,7,337444
C0157,Aoba Seisaku 157,7,345363
C0158,Fuji Denki 158,7,353282
C0159,Yamato Shoji 159,7,361201
C0160,Kita Kogyo 160,7,369120
C0161,Mori Shokuhin 161,7,377039
C0162,Tanaka Shoten 162,7,384958
C0163,Sakura Sangyo 163,7,392877
C0164,Aoba Seisaku 164,7,400796
C0165,Fuji Denki 165,7,408715
C0166,Yamato Shoji 166,7,416634
C0167,Kita Kogyo 167,7,424553
C0168,Mori Shokuhin 168,7,432472
C0169,Tanaka Shoten 169,7,440391
C0170,Sakura Sangyo 170,7,448310
C0171,Aoba Seisaku 171,7,456229
C0172,Fuji Denki 172,7,464148
C0173,Yamato Shoji 173,7,472067
C0174,Kita Kogyo 174,7,479986
C0175,Mori Shokuhin 175,7,487905
C0176,Tanaka Shoten 176,7,495824
C0177,Sakura Sangyo 177,7,503743
C0178,Aoba Seisaku 178,7,511662
C0179,Fuji Denki 179,7,519581
C0180,Yamato Shoji 180,7,527500
C0181,Kita Kogyo 181,7,535419
C0182,Mori Shokuhin 182,7,543338
C0183,Tanaka Shoten 183,7,551257
C0184,Sakura Sangyo 184,7,559176
C0185,Aoba Seisaku 185,7,567095
C0186,Fuji Denki 186,7,575014
C0187,Yamato Shoji 187,7,582933
C0188,Kita Kogyo 188,7,590852
C0189,Mori Shokuhin 189,7,598771
C0190,Tanaka Shoten 190,7,606690
C0191,Sakura Sangyo 191,7,614609
C0192,Aoba Seisaku 192,7,622528
C0193,Fuji Denki 193,7,630447
C0194,Yamato Shoji 194,7,638366
C0195,Kita Kogyo 195,7,646285
C0196,Mori Shokuhin 196,7,654204
C0197,Tanaka Shoten 197,7,662123
C0198,Sakura Sangyo 198,7,670042
C0199,Aoba Seisaku 199,7,677961
C0200,Fuji Denki 200,7,685880
C0201,Yamato Shoji 201,7,693799
C0202,Kita Kogyo 202,7,701718
C0203,Mori Shokuhin 203,7,709637
C0204,Tanaka Shoten 204,7,717556
C0205,Sakura Sangyo 205,7,725475
C0206,Aoba Seisaku 206,7,733394
C0207,Fuji Denki 207,7,741313
C0208,Yamato Shoji 208,7,749232
C0209,Kita Kogyo 209,7,757151
C0210,Mori Shokuhin 210,7,765070
C0211,Tanaka Shoten 211,7,772989
C0212,Sakura Sangyo 212,7,780908
C0213,Aoba Seisaku 213,7,788827
C0214,Fuji Denki 214,7,796746
C0215,Yamato Shoji 215,7,804665
C0216,Kita Kogyo 216,7,812584
C0217,Mori Shokuhin 217,7,820503
C0218,Tanaka Shoten 218,7,828422
C0219,Sakura Sangyo 219,7,836341
C0220,Aoba Seisaku 220,7,844260
C0221,Fuji Denki 221,7,852179
C0222,Yamato Shoji 222,7,860098
C0223,Kita Kogyo 223,7,868017
C0224,Mori Shokuhin 224,7,875936
C0225,Tanaka Shoten 225,7,883855
C0226,Sakura Sangyo 226,7,891774
C0227,Aoba Seisaku 227,7,899693
C0228,Fuji Denki 228,7,12611
C0229,Yamato Shoji 229,7,20530
C0230,Kita Kogyo 230,7,28449
C0231,Mori Shokuhin 231,7,36368
C0232,Tanaka Shoten 232,7,44287
C0233,Sakura Sangyo 233,7,52206
C0234,Aoba Seisaku 234,7,60125
C0235,Fuji Denki 235,7,68044
C0236,Yamato Shoji 236,7,75963
C0237,Kita Kogyo 237,7,83882
C0238,Mori Shokuhin 238,7,91801
C0239,Tanaka Shoten 239,7,99720
C0240,Sakura Sangyo 240,7,107639
C0241,Aoba Seisaku 241,7,115558
C0242,Fuji Denki 242,7,123477
C0243,Yamato Shoji 243,7,131396
C0244,Kita Kogyo 244,7,139315
C0245,Mori Shokuhin 245,7,147234
C0246,Tanaka Shoten 246,7,155153
C0247,Sakura Sangyo 247,7,163072
C0248,Aoba Seisaku 248,7,170991
C0249,Fuji Denki 249,7,178910
C0250,Yamato Shoji 250,7,186829
C0251,Kita Kogyo 251,7,194748
C0252,Mori Shokuhin 252,7,202667
C0253,Tanaka Shoten 253,7,210586
C0254,Sakura Sangyo 254,7,218505
C0255,Aoba Seisaku 255,7,226424
C0256,Fuji Denki 256,7,234343
C0257,Yamato Shoji 257,7,242262
C0258,Kita Kogyo 258,7,250181
C0259,Mori Shokuhin 259,7,258100
C0260,Tanaka Shoten 260,7,266019
C0261,Sakura Sangyo 261,7,273938
C0262,Aoba Seisaku 262,7,281857
C0263,Fuji Denki 263,7,289776
C0264,Yamato Shoji 264,7,297695
C0265,Kita Kogyo 265,7,305614
C0266,Mori Shokuhin 266,7,313533
C0267,Tanaka Shoten 267,7,321452
C0268,Sakura Sangyo 268,7,329371
C0269,Aoba Seisaku 269,7,337290
C0270,Fuji Denki 270,7,345209
C0271,Yamato Shoji 271,7,353128
C0272,Kita Kogyo 272,7,361047
C0273,Mori Shokuhin 273,7,368966
C0274,Tanaka Shoten 274,7,376885
C0275,Sakura Sangyo 275,7,384804
C0276,Aoba Seisaku 276,7,392723
C0277,Fuji Denki 277,7,400642
C0278,Yamato Shoji 278,7,408561
C0279,Kita Kogyo 279,7,416480
C0280,Mori Shokuhin 280,7,424399
C0281,Tanaka Shoten 281,7,432318
C0282,Sakura Sangyo 282,7,440237
C0283,Aoba Seisaku 283,7,448156
C0284,Fuji Denki 284,7,456075
C0285,Yamato Shoji 285,7,463994
C0286,Kita Kogyo 286,7,471913
C0287,Mori Shokuhin 287,7,479832
C0288,Tanaka Shoten 288,7,487751
C0289,Sakura Sangyo 289,7,495670
C0290,Aoba Seisaku 290,7,503589
C0291,Fuji Denki 291,7,511508
C0292,Yamato Shoji 292,7,519427
C0293,Kita Kogyo 293,7,527346
C0294,Mori Shokuhin 294,7,535265
C0295,Tanaka Shoten 295,7,543184
C0296,Sakura Sangyo 296,7,551103
C0297,Aoba Seisaku 297,7,559022
C0298,Fuji Denki 298,7,566941
C0299,Yamato Shoji 299,7,574860
C0300,Kita Kogyo 300,7,582779
C0301,Mori Shokuhin 301,7,590698
C0302,Tanaka Shoten 302,7,598617
C0303,Sakura Sangyo 303,7,606536
C0304,Aoba Seisaku 304,7,614455
C0305,Fuji Denki 305,7,622374
C0306,Yamato Shoji 306,7,630293
C0307,Kita Kogyo 307,7,638212
C0308,Mori Shokuhin 308,7,646131
C0309,Tanaka Shoten 309,7,654050
C0310,Sakura Sangyo 310,7,661969
C0311,Aoba Seisaku 311,7,669888
C0312,Fuji Denki 312,7,677807
C0313,Yamato Shoji 313,7,685726
C0314,Kita Kogyo 314,7,693645
C0315,Mori Shokuhin 315,7,701564
C0316,Tanaka Shoten 316,7,709483
C0317,Sakura Sangyo 317,7,717402
C0318,Aoba Seisaku 318,7,725321
C0319,Fuji Denki 319,7,733240
C0320,Yamato Shoji 320,7,741159
C0321,Kita Kogyo 321,7,749078
C0322,Mori Shokuhin 322,7,756997
C0323,Tanaka Shoten 323,7,764916
C0324,Sakura Sangyo 324,7,772835
C0325,Aoba Seisaku 325,7,780754
C0326,Fuji Denki 326,7,788673
C0327,Yamato Shoji 327,7,796592
C0328,Kita Kogyo 328,7,804511
C0329,Mori Shokuhin 329,7,812430
C0330,Tanaka Shoten 330,7,820349
C0331,Sakura Sangyo 331,7,828268
C0332,Aoba Seisaku 332,7,836187
C0333,Fuji Denki 333,7,844106
C0334,Yamato Shoji 334,7,852025
C0335,Kita Kogyo 335,7,859944
C0336,Mori Shokuhin 336,7,867863
C0337,Tanaka Shoten 337,7,875782
C0338,Sakura Sangyo 338,7,883701
C0339,Aoba Seisaku 339,7,891620
C0340,Fuji Denki 340,7,899539
C0341,Yamato Shoji 341,7,12457
C0342,Kita Kogyo 342,7,20376
C0343,Mori Shokuhin 343,7,28295
C0344,Tanaka Shoten 344,7,36214
C0345,Sakura Sangyo 345,7,44133
C0346,Aoba Seisaku 346,7,52052
C0347,Fuji Denki 347,7,59971
C0348,Yamato Shoji 348,7,67890
C0349,Kita Kogyo 349,7,75809
C0350,Mori Shokuhin 350,7,83728
C0351,Tanaka Shoten 351,7,91647
C0352,Sakura Sangyo 352,7,99566
C0353,Aoba Seisaku 353,7,107485
C0354,Fuji Denki 354,7,115404
C0355,Yamato Shoji 355,7,123323
C0356,Kita Kogyo 356,7,131242
C0357,Mori Shokuhin 357,7,139161
C0358,Tanaka Shoten 358,7,147080
C0359,Sakura Sangyo 359,7,154999
C0360,Aoba Seisaku 360,7,162918
C0361,Fuji Denki 361,7,170837
C0362,Yamato Shoji 362,7,178756
C0363,Kita Kogyo 363,7,186675
C0364,Mori Shokuhin 364,7,194594
C0365,Tanaka Shoten 365,7,202513
C0366,Sakura Sangyo 366,7,210432
C0367,Aoba Seisaku 367,7,218351
C0368,Fuji Denki 368,7,226270
C0369,Yamato Shoji 369,7,234189
C0370,Kita Kogyo 370,7,242108
C0371,Mori Shokuhin 371,7,250027
C0372,Tanaka Shoten 372,7,257946
C0373,Sakura Sangyo 373,7,265865
C0374,Aoba Seisaku 374,7,273784
C0375,Fuji Denki 375,7,281703
C0376,Yamato Shoji 376,7,289622
C0377,Kita Kogyo 377,7,297541
C0378,Mori Shokuhin 378,7,305460
C0379,Tanaka Shoten 379,7,313379
C0380,Sakura Sangyo 380,7,321298
C0381,Aoba Seisaku 381,7,329217
C0382,Fuji Denki 382,7,337136
C0383,Yamato Shoji 383,7,345055
C0384,Kita Kogyo 384,7,352974
C0385,Mori Shokuhin 385,7,360893
C0386,Tanaka Shoten 386,7,368812
C0387,Sakura Sangyo 387,7,376731
C0388,Aoba Seisaku 388,7,384650
C0389,Fuji Denki 389,7,392569
C0390,Yamato Shoji 390,7,400488
C0391,Kita Kogyo 391,7,408407
C0392,Mori Shokuhin 392,7,416326
C0393,Tanaka Shoten 393,7,424245
C0394,Sakura Sangyo 394,7,432164
C0395,Aoba Seisaku 395,7,440083
C0396,Fuji Denki 396,7,448002
C0397,Yamato Shoji 397,7,455921
C0398,Kita Kogyo 398,7,463840
C0399,Mori Shokuhin 399,7,471759
C0400,Tanaka Shoten 400,7,479678
C0401,Sakura Sangyo 401,7,487597
C0402,Aoba Seisaku 402,7,495516
C0403,Fuji Denki 403,7,503435
C0404,Yamato Shoji 404,7,511354
C0405,Kita Kogyo 405,7,519273
C0406,Mori Shokuhin 406,7,527192
C0407,Tanaka Shoten 407,7,535111
C0408,Sakura Sangyo 408,7,543030
C0409,Aoba Seisaku 409,7,550949
C0410,Fuji Denki 410,7,558868
C0411,Yamato Shoji 411,7,566787
C0412,Kita Kogyo 412,7,574706
C0413,Mori Shokuhin 413,7,582625
C0414,Tanaka Shoten 414,7,590544
C0415,Sakura Sangyo 415,7,598463
C0416,Aoba Seisaku 416,7,606382
C0417,Fuji Denki 417,7,614301
C0418,Yamato Shoji 418,7,622220
C0419,Kita Kogyo 419,7,630139
C0420,Mori Shokuhin 420,7,638058
C0421,Tanaka Shoten 421,7,645977
C0422,Sakura Sangyo 422,7,653896
C0423,Aoba Seisaku 423,7,661815
C0424,Fuji Denki 424,7,669734
C0425,Yamato Shoji 425,7,677653
C0426,Kita Kogyo 426,7,685572
C0427,Mori Shokuhin 427,7,693491
C0428,Tanaka Shoten 428,7,701410
C0429,Sakura Sangyo 429,7,709329
C0430,Aoba Seisaku 430,7,717248
C0431,Fuji Denki 431,7,725167
C0432,Yamato Shoji 432,7,733086
C0433,Kita Kogyo 433,7,741005
C0434,Mori Shokuhin 434,7,748924
C0435,Tanaka Shoten 435,7,756843
C0436,Sakura Sangyo 436,7,764762
C0437,Aoba Seisaku 437,7,772681
C0438,Fuji Denki 438,7,780600
C0439,Yamato Shoji 439,7,788519
C0440,Kita Kogyo 440,7,796438
C0441,Mori Shokuhin 441,7,804357
C0442,Tanaka Shoten 442,7,812276
C0443,Sakura Sangyo 443,7,820195
C0444,Aoba Seisaku 444,7,828114
C0445,Fuji Denki 445,7,836033
C0446,Yamato Shoji 446,7,843952
C0447,Kita Kogyo 447,7,851871
C0448,Mori Shokuhin 448,7,859790
C0449,Tanaka Shoten 449,7,867709
C0450,Sakura Sangyo 450,7,875628
C0451,Aoba Seisaku 451,7,883547
C0452,Fuji Denki 452,7,891466
C0453,Yamato Shoji 453,7,899385
C0454,Kita Kogyo 454,7,12303
C0455,Mori Shokuhin 455,7,20222
C0456,Tanaka Shoten 456,7,28141
C0457,Sakura Sangyo 457,7,36060
C0458,Aoba Seisaku 458,7,43979
C0459,Fuji Denki 459,7,51898
C0460,Yamato Shoji 460,7,59817
C0461,Kita Kogyo 461,7,67736
C0462,Mori Shokuhin 462,7,75655
C0463,Tanaka Shoten 463,7,83574
C0464,Sakura Sangyo 464,7,91493
C0465,Aoba Seisaku 465,7,99412
C0466,Fuji Denki 466,7,107331
C0467,Yamato Shoji 467,7,115250
C0468,Kita Kogyo 468,7,123169
C0469,Mori Shokuhin 469,7,131088
C0470,Tanaka Shoten 470,7,139007
C0471,Sakura Sangyo 471,7,146926
C0472,Aoba Seisaku 472,7,154845
C0473,Fuji Denki 473,7,162764
C0474,Yamato Shoji 474,7,170683
C0475,Kita Kogyo 475,7,178602
C0476,Mori Shokuhin 476,7,186521
C0477,Tanaka Shoten 477,7,194440
C0478,Sakura Sangyo 478,7,202359
C0479,Aoba Seisaku 479,7,210278
C0480,Fuji Denki 480,7,218197
C0481,Yamato Shoji 481,7,226116
C0482,Kita Kogyo 482,7,234035
C0483,Mori Shokuhin 483,7,241954
C0484,Tanaka Shoten 484,7,249873
C0485,Sakura Sangyo 485,7,257792
C0486,Aoba Seisaku 486,7,265711
C0487,Fuji Denki 487,7,273630
C0488,Yamato Shoji 488,7,281549
C0489,Kita Kogyo 489,7,289468
C0490,Mori Shokuhin 490,7,297387
C0491,Tanaka Shoten 491,7,305306
C0492,Sakura Sangyo 492,7,313225
C0493,Aoba Seisaku 493,7,321144
C0494,Fuji Denki 494,7,329063
C0495,Yamato Shoji 495,7,336982
C0496,Kita Kogyo 496,7,344901
C0497,Mori Shokuhin 497,7,352820
C0498,Tanaka Shoten 498,7,360739
C0499,Sakura Sangyo 499,7,368658
C0500,Aoba Seisaku 500,7,376577
C0501,Fuji Denki 501,7,384496
C0502,Yamato Shoji 502,7,392415
C0503,Kita Kogyo 503,7,400334
C0504,Mori Shokuhin 504,7,408253
C0505,Tanaka Shoten 505,7,416172
C0506,Sakura Sangyo 506,7,424091
C0507,Aoba Seisaku 507,7,432010
C0508,Fuji Denki 508,7,439929
C0509,Yamato Shoji 509,7,447848
C0510,Kita Kogyo 510,7,455767
C0511,Mori Shokuhin 511,7,463686
C0512,Tanaka Shoten 512,7,471605
C0513,Sakura Sangyo 513,7,479524
C0514,Aoba Seisaku 514,7,487443
C0515,Fuji Denki 515,7,495362
C0516,Yamato Shoji 516,7,503281
C0517,Kita Kogyo 517,7,511200
C0518,Mori Shokuhin 518,7,519119
C0519,Tanaka Shoten 519,7,527038
C0520,Sakura Sangyo 520,7,534957
C0521,Aoba Seisaku 521,7,542876
C0522,Fuji Denki 522,7,550795
C0523,Yamato Shoji 523,7,558714
C0524,Kita Kogyo 524,7,566633
C0525,Mori Shokuhin 525,7,574552
C0526,Tanaka Shoten 526,7,582471
C0527,Sakura Sangyo 527,7,590390
C0528,Aoba Seisaku 528,7,598309
C0529,Fuji Denki 529,7,606228
C0530,Yamato Shoji 530,7,614147
C0531,Kita Kogyo 531,7,622066
C0532,Mori Shokuhin 532,7,629985
C0533,Tanaka Shoten 533,7,637904
C0534,Sakura Sangyo 534,7,645823
C0535,Aoba Seisaku 535,7,653742
C0536,Fuji Denki 536,7,661661
C0537,Yamato Shoji 537,7,669580
C0538,Kita Kogyo 538,7,677499
C0539,Mori Shokuhin 539,7,685418
C0540,Tanaka Shoten 540,7,693337
C0541,Sakura Sangyo 541,7,701256
C0542,Aoba Seisaku 542,7,709175
C0543,Fuji Denki 543,7,717094
C0544,Yamato Shoji 544,7,725013
C0545,Kita Kogyo 545,7,732932
C0546,Mori Shokuhin 546,7,740851
C0547,Tanaka Shoten 547,7,748770
C0548,Sakura Sangyo 548,7,756689
C0549,Aoba Seisaku 549,7,764608
C0550,Fuji Denki 550,7,772527
C0551,Yamato Shoji 551,7,780446
C0552,Kita Kogyo 552,7,788365
C0553,Mori Shokuhin 553,7,796284
C0554,Tanaka Shoten 554,7,804203
C0555,Sakura Sangyo 555,7,812122
C0556,Aoba Seisaku 556,7,820041
C0557,Fuji Denki 557,7,827960
C0558,Yamato Shoji 558,7,835879
C0559,Kita Kogyo 559,7,843798
C0560,Mori Shokuhin 560,7,851717
C0561,Tanaka Shoten 561,7,859636
C0562,Sakura Sangyo 562,7,867555
C0563,Aoba Seisaku 563,7,875474
C0564,Fuji Denki 564,7,883393
C0565,Yamato Shoji 565,7,891312
C0566,Kita Kogyo 566,7,899231
C0567,Mori Shokuhin 567,7,12149
C0568,Tanaka Shoten 568,7,20068
C0569,Sakura Sangyo 569,7,27987
C0570,Aoba Seisaku 570,7,35906
C0571,Fuji Denki 571,7,43825
C0572,Yamato Shoji 572,7,51744
C0573,Kita Kogyo 573,7,59663
C0574,Mori Shokuhin 574,7,67582
C0575,Tanaka Shoten 575,7,75501
C0576,Sakura Sangyo 576,7,83420
C0577,Aoba Seisaku 577,7,91339
C0578,Fuji Denki 578,7,99258
C0579,Yamato Shoji 579,7,107177
C0580,Kita Kogyo 580,7,115096
C0581,Mori Shokuhin 581,7,123015
C0582,Tanaka Shoten 582,7,130934
C0583,Sakura Sangyo 583,7,138853
C0584,Aoba Seisaku 584,7,146772
C0585,Fuji Denki 585,7,154691
C0586,Yamato Shoji 586,7,162610
C0587,Kita Kogyo 587,7,170529
C0588,Mori Shokuhin 588,7,178448
C0589,Tanaka Shoten 589,7,186367
C0590,Sakura Sangyo 590,7,194286
C0591,Aoba Seisaku 591,7,202205
C0592,Fuji Denki 592,7,210124
C0593,Yamato Shoji 593,7,218043
C0594,Kita Kogyo 594,7,225962
C0595,Mori Shokuhin 595,7,233881
C0596,Tanaka Shoten 596,7,241800
C0597,Sakura Sangyo 597,7,249719
C0598,Aoba Seisaku 598,7,257638
C0599,Fuji Denki 599,7,265557
C0600,Yamato Shoji 600,7,273476
C0601,Kita Kogyo 601,7,281395
C0602,Mori Shokuhin 602,7,289314
C0603,Tanaka Shoten 603,7,297233
C0604,Sakura Sangyo 604,7,305152
C0605,Aoba Seisaku 605,7,313071
C0606,Fuji Denki 606,7,320990
C0607,Yamato Shoji 607,7,328909
C0608,Kita Kogyo 608,7,336828
C0609,Mori Shokuhin 609,7,344747
C0610,Tanaka Shoten 610,7,352666
C0611,Sakura Sangyo 611,7,360585
C0612,Aoba Seisaku 612,7,368504
C0613,Fuji Denki 613,7,376423
C0614,Yamato Shoji 614,7,384342
C0615,Kita Kogyo 615,7,392261
C0616,Mori Shokuhin 616,7,400180
C0617,Tanaka Shoten 617,7,408099
C0618,Sakura Sangyo 618,7,416018
C0619,Aoba Seisaku 619,7,423937
C0620,Fuji Denki 620,7,431856
C0621,Yamato Shoji 621,7,439775
C0622,Kita Kogyo 622,7,447694
C0623,Mori Shokuhin 623,7,455613
C0624,Tanaka Shoten 624,7,463532
C0625,Sakura Sangyo 625,7,471451
C0626,Aoba Seisaku 626,7,479370
C0627,Fuji Denki 627,7,487289
C0628,Yamato Shoji 628,7,495208
C0629,Kita Kogyo 629,7,503127
C0630,Mori Shokuhin 630,7,511046
C0631,Tanaka Shoten 631,7,518965
C0632,Sakura Sangyo 632,7,526884
C0633,Aoba Seisaku 633,7,534803
C0634,Fuji Denki 634,7,542722
C0635,Yamato Shoji 635,7,550641
C0636,Kita Kogyo 636,7,558560
C0637,Mori Shokuhin 637,7,566479
C0638,Tanaka Shoten 638,7,574398
C0639,Sakura Sangyo 639,7,582317
C0640,Aoba Seisaku 640,7,590236
C0641,Fuji Denki 641,7,598155
C0642,Yamato Shoji 642,7,606074
C0643,Kita Kogyo 643,7,613993
C0644,Mori Shokuhin 644,7,621912
C0645,Tanaka Shoten 645,7,629831
C0646,Sakura Sangyo 646,7,637750
C0647,Aoba Seisaku 647,7,645669
C0648,Fuji Denki 648,7,653588
C0649,Yamato Shoji 649,7,661507
C0650,Kita Kogyo 650,7,669426
C0651,Mori Shokuhin 651,7,677345
C0652,Tanaka Shoten 652,7,685264
C0653,Sakura Sangyo 653,7,693183
C0654,Aoba Seisaku 654,7,701102
C0655,Fuji Denki 655,7,709021
C0656,Yamato Shoji 656,7,716940
C0657,Kita Kogyo 657,7,724859
C0658,Mori Shokuhin 658,7,732778
C0659,Tanaka Shoten 659,7,740697
C0660,Sakura Sangyo 660,7,748616
C0661,Aoba Seisaku 661,7,756535
C0662,Fuji Denki 662,7,764454
C0663,Yamato Shoji 663,7,772373
C0664,Kita Kogyo 664,7,780292
C0665,Mori Shokuhin 665,7,788211
C0666,Tanaka Shoten 666,7,796130
C0667,Sakura Sangyo 667,7,804049
C0668,Aoba Seisaku 668,7,811968
C0669,Fuji Denki 669,7,819887
C0670,Yamato Shoji 670,7,827806
C0671,Kita Kogyo 671,7,835725
C0672,Mori Shokuhin 672,7,843644
C0673,Tanaka Shoten 673,7,851563
C0674,Sakura Sangyo 674,7,859482
C0675,Aoba Seisaku 675,7,867401
C0676,Fuji Denki 676,7,875320
C0677,Yamato Shoji 677,7,883239
C0678,Kita Kogyo 678,7,891158
C0679,Mori Shokuhin 679,7,899077
C0680,Tanaka Shoten 680,7,11995
C0681,Sakura Sangyo 681,7,19914
C0682,Aoba Seisaku 682,7,27833
C0683,Fuji Denki 683,7,35752
